job,marital,education,default,housing,loan,y
admin.,married,high.school,no,yes,yes,no
services,single,professional.course,no,no,no,no
blue-collar,married,basic.6y,unknown,no,no,no
admin.,single,university.degree,no,no,no,no
admin.,divorced,university.degree,no,no,no,no
student,single,high.school,no,no,no,no
services,married,basic.4y,no,yes,no,no
retired,married,professional.course,no,yes,no,no
entrepreneur,married,university.degree,no,yes,no,no
management,single,university.degree,no,no,no,no
blue-collar,married,basic.9y,no,no,no,no
blue-collar,single,basic.9y,no,yes,no,no
technician,divorced,basic.9y,no,no,no,no
admin.,married,high.school,no,yes,yes,no
technician,married,professional.course,unknown,yes,no,no
blue-collar,married,high.school,no,no,yes,no
admin.,married,university.degree,no,yes,no,no
technician,single,professional.course,no,yes,no,no
admin.,single,university.degree,no,yes,yes,no
admin.,single,university.degree,no,no,no,no
admin.,single,university.degree,no,no,yes,no
technician,single,professional.course,no,yes,no,no
admin.,married,high.school,no,no,no,yes
services,single,high.school,no,yes,no,no
management,married,university.degree,no,no,no,no
services,single,high.school,no,yes,yes,no
blue-collar,single,basic.6y,no,no,no,no
blue-collar,married,basic.4y,unknown,yes,yes,no
management,single,basic.9y,no,yes,no,no
self-employed,single,university.degree,no,yes,yes,no
blue-collar,married,high.school,no,no,no,no
admin.,married,high.school,no,no,no,no
retired,divorced,professional.course,no,no,no,no
self-employed,married,basic.9y,unknown,no,no,no
retired,married,basic.4y,no,no,yes,no
blue-collar,single,basic.9y,no,no,no,no
admin.,single,high.school,no,no,no,no
blue-collar,married,basic.4y,no,no,no,no
admin.,married,high.school,no,yes,yes,no
admin.,married,high.school,no,yes,no,no
self-employed,single,high.school,no,no,no,no
blue-collar,single,high.school,no,yes,yes,no
blue-collar,divorced,basic.9y,no,yes,yes,no
student,single,university.degree,unknown,yes,no,no
services,married,high.school,no,no,no,no
blue-collar,married,basic.9y,no,yes,yes,no
blue-collar,single,basic.6y,no,yes,yes,no
blue-collar,married,basic.6y,no,yes,yes,no
technician,married,professional.course,unknown,yes,yes,no
admin.,single,high.school,no,no,no,no
blue-collar,single,basic.9y,no,no,no,yes
services,single,high.school,no,no,no,no
blue-collar,married,basic.6y,unknown,no,no,no
blue-collar,single,high.school,unknown,yes,no,yes
housemaid,divorced,basic.6y,no,yes,no,no
technician,married,professional.course,unknown,yes,no,no
student,single,high.school,no,no,no,no
admin.,married,university.degree,no,no,no,yes
services,single,high.school,unknown,no,no,no
blue-collar,single,basic.9y,no,yes,no,no
admin.,single,university.degree,no,yes,yes,no
unemployed,married,basic.9y,no,no,no,yes
admin.,single,high.school,no,yes,yes,no
student,single,high.school,no,no,yes,no
housemaid,married,university.degree,no,yes,no,no
admin.,married,university.degree,no,yes,no,no
admin.,single,university.degree,no,yes,no,no
admin.,divorced,university.degree,no,no,no,no
management,married,unknown,unknown,yes,no,no
blue-collar,married,basic.4y,no,no,no,no
student,single,high.school,no,no,no,no
housemaid,divorced,high.school,no,no,no,yes
admin.,single,university.degree,no,no,yes,no
blue-collar,married,high.school,no,no,no,no
management,married,university.degree,no,unknown,unknown,no
blue-collar,married,basic.9y,no,no,yes,yes
admin.,married,university.degree,no,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
services,married,high.school,unknown,yes,no,no
technician,single,university.degree,no,no,yes,no
admin.,single,high.school,no,no,no,no
admin.,married,high.school,no,unknown,unknown,no
blue-collar,married,high.school,no,no,no,no
housemaid,married,basic.4y,no,no,no,no
technician,divorced,basic.9y,no,no,no,no
admin.,single,high.school,no,no,no,no
admin.,married,university.degree,no,yes,no,no
admin.,married,university.degree,no,no,no,no
services,married,basic.9y,no,no,no,no
blue-collar,married,basic.4y,unknown,no,no,no
blue-collar,married,basic.6y,no,no,no,no
blue-collar,married,basic.4y,unknown,yes,no,no
admin.,single,high.school,no,no,no,no
blue-collar,married,basic.4y,unknown,no,no,no
blue-collar,married,basic.4y,unknown,yes,no,no
blue-collar,married,basic.4y,unknown,yes,no,no
housemaid,divorced,high.school,unknown,yes,no,no
unknown,single,university.degree,no,no,no,yes
management,married,unknown,unknown,yes,no,no
retired,married,high.school,no,unknown,unknown,no
unemployed,married,basic.4y,no,no,yes,no
admin.,single,high.school,no,no,no,no
admin.,single,university.degree,no,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
admin.,married,high.school,no,no,no,no
unemployed,single,university.degree,no,yes,no,no
blue-collar,married,basic.9y,no,yes,no,no
admin.,single,high.school,no,yes,no,no
unemployed,married,professional.course,unknown,no,no,no
admin.,married,high.school,no,no,no,no
entrepreneur,married,basic.4y,no,yes,no,no
blue-collar,married,basic.4y,no,no,no,no
admin.,single,high.school,no,no,no,no
admin.,married,high.school,unknown,no,no,no
blue-collar,single,basic.9y,no,no,no,no
blue-collar,single,basic.9y,no,unknown,unknown,no
services,married,basic.6y,no,unknown,unknown,no
technician,single,professional.course,no,yes,no,no
services,single,high.school,no,no,no,no
admin.,married,basic.9y,no,no,no,no
blue-collar,married,basic.9y,no,no,no,no
admin.,married,high.school,no,no,no,no
blue-collar,married,basic.4y,no,no,no,no
admin.,single,high.school,no,yes,no,no
self-employed,married,university.degree,no,yes,no,no
blue-collar,married,basic.9y,no,no,no,no
technician,married,professional.course,no,no,no,no
blue-collar,married,basic.9y,no,no,no,no
unemployed,single,university.degree,no,no,no,no
admin.,married,university.degree,no,no,no,no
admin.,divorced,professional.course,no,yes,no,no
blue-collar,married,basic.9y,unknown,no,no,no
technician,married,professional.course,no,no,no,no
services,single,high.school,no,no,no,no
unemployed,married,basic.9y,unknown,unknown,unknown,no
retired,married,basic.6y,unknown,no,no,no
blue-collar,married,basic.9y,no,yes,yes,no
admin.,divorced,university.degree,no,yes,no,no
blue-collar,married,basic.4y,unknown,no,no,no
blue-collar,married,basic.4y,unknown,no,no,no
management,divorced,university.degree,no,no,no,no
entrepreneur,married,university.degree,no,yes,yes,no
services,single,high.school,no,yes,no,no
admin.,single,university.degree,no,yes,no,no
blue-collar,married,basic.9y,unknown,yes,no,no
blue-collar,single,university.degree,no,no,no,no
blue-collar,married,basic.9y,unknown,no,no,no
services,married,high.school,no,no,no,no
admin.,single,high.school,no,no,no,no
admin.,single,basic.9y,no,yes,no,no
blue-collar,married,unknown,unknown,no,yes,no
blue-collar,married,basic.6y,unknown,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
management,married,basic.6y,unknown,yes,no,no
admin.,married,high.school,no,no,no,no
blue-collar,married,high.school,no,no,no,no
blue-collar,married,basic.9y,no,no,no,no
blue-collar,married,basic.9y,no,no,no,no
blue-collar,married,basic.9y,no,no,yes,no
admin.,divorced,basic.6y,unknown,no,yes,no
blue-collar,single,basic.9y,no,no,no,no
technician,single,basic.9y,unknown,yes,no,no
blue-collar,divorced,basic.4y,no,no,no,no
technician,single,high.school,no,yes,no,no
entrepreneur,married,unknown,no,no,no,no
entrepreneur,married,university.degree,no,yes,no,no
blue-collar,single,basic.4y,unknown,yes,no,no
blue-collar,married,unknown,unknown,no,no,no
technician,married,university.degree,unknown,no,no,no
retired,divorced,professional.course,no,yes,no,no
technician,married,professional.course,no,yes,yes,no
technician,married,professional.course,no,yes,no,no
services,single,high.school,no,no,yes,no
technician,married,professional.course,no,no,no,no
management,married,basic.6y,unknown,yes,no,no
blue-collar,married,basic.4y,unknown,no,no,no
admin.,divorced,university.degree,no,yes,no,no
blue-collar,married,high.school,no,yes,no,no
technician,married,high.school,unknown,yes,no,no
blue-collar,married,basic.6y,no,no,no,no
admin.,single,high.school,no,no,no,no
admin.,married,university.degree,unknown,yes,no,no
technician,married,basic.9y,no,yes,yes,no
blue-collar,married,basic.4y,no,yes,yes,no
blue-collar,single,unknown,no,no,no,no
blue-collar,married,basic.9y,unknown,no,no,no
blue-collar,married,basic.4y,no,yes,no,no
blue-collar,married,basic.6y,no,yes,no,no
technician,divorced,professional.course,no,no,no,no
services,married,university.degree,no,no,no,no
technician,married,professional.course,no,no,no,no
blue-collar,married,basic.6y,no,no,yes,no
blue-collar,married,basic.9y,unknown,no,no,no
services,single,high.school,no,no,no,no
services,married,high.school,no,no,yes,no
technician,divorced,professional.course,no,no,no,no
admin.,married,high.school,no,no,yes,no
unemployed,divorced,high.school,no,no,yes,no
services,divorced,high.school,no,yes,no,no
admin.,married,high.school,no,yes,no,no
blue-collar,married,basic.9y,unknown,yes,no,no
technician,married,professional.course,no,no,no,no
services,married,high.school,unknown,no,no,no
self-employed,married,university.degree,no,no,no,no
blue-collar,married,professional.course,unknown,yes,no,no
admin.,divorced,high.school,no,no,no,no
entrepreneur,single,university.degree,no,no,no,no
blue-collar,married,professional.course,no,yes,no,no
blue-collar,married,professional.course,no,yes,no,no
blue-collar,married,unknown,no,no,no,no
self-employed,married,basic.9y,unknown,no,no,no
blue-collar,married,professional.course,unknown,no,yes,no
management,married,university.degree,no,no,no,no
unknown,married,unknown,no,no,no,no
technician,married,professional.course,no,no,no,no
management,married,university.degree,no,yes,no,no
blue-collar,married,basic.9y,unknown,yes,no,no
services,single,professional.course,unknown,no,no,no
admin.,single,professional.course,no,no,no,no
self-employed,married,university.degree,no,yes,no,no
self-employed,married,university.degree,no,yes,no,no
blue-collar,married,basic.9y,no,yes,no,no
admin.,married,university.degree,no,no,no,no
services,single,professional.course,no,no,no,no
services,single,professional.course,no,no,no,no
admin.,divorced,university.degree,no,no,no,no
blue-collar,married,basic.4y,no,no,no,no
technician,married,unknown,no,no,no,no
admin.,married,university.degree,no,no,no,no
services,married,high.school,unknown,yes,no,no
admin.,divorced,university.degree,no,no,no,no
housemaid,divorced,university.degree,no,yes,no,no
blue-collar,single,unknown,no,no,no,no
blue-collar,single,unknown,no,yes,no,no
blue-collar,married,basic.6y,unknown,yes,no,no
blue-collar,married,unknown,no,no,yes,no
blue-collar,married,basic.9y,no,no,no,no
retired,married,high.school,no,no,no,no
blue-collar,married,basic.9y,no,yes,yes,no
blue-collar,married,basic.4y,no,no,no,no
admin.,single,university.degree,no,yes,no,no
admin.,single,university.degree,no,yes,no,no
admin.,single,high.school,no,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
housemaid,married,basic.4y,unknown,yes,no,no
housemaid,married,high.school,no,yes,no,no
admin.,married,university.degree,unknown,no,no,no
services,single,high.school,no,yes,no,no
admin.,single,university.degree,no,no,no,no
technician,married,professional.course,no,yes,no,no
admin.,married,university.degree,no,no,no,no
admin.,married,high.school,no,yes,yes,no
services,divorced,basic.9y,no,yes,no,no
housemaid,married,unknown,no,yes,no,no
blue-collar,married,basic.9y,unknown,no,no,no
technician,single,professional.course,unknown,no,no,no
blue-collar,married,basic.9y,no,no,yes,no
technician,married,university.degree,unknown,no,no,no
blue-collar,married,basic.4y,unknown,yes,no,yes
management,divorced,university.degree,no,yes,yes,no
admin.,married,high.school,no,no,no,no
technician,married,basic.6y,no,no,no,no
services,single,professional.course,unknown,no,no,no
unknown,single,unknown,unknown,yes,no,no
self-employed,married,university.degree,no,yes,no,no
blue-collar,married,basic.9y,unknown,no,no,no
services,married,high.school,unknown,no,no,no
management,married,university.degree,no,no,no,no
technician,single,professional.course,no,unknown,unknown,no
blue-collar,married,basic.9y,unknown,no,yes,no
retired,single,professional.course,no,no,no,no
blue-collar,divorced,basic.4y,no,no,no,yes
blue-collar,single,unknown,no,no,no,no
admin.,married,university.degree,no,yes,yes,no
admin.,married,unknown,unknown,no,no,no
blue-collar,married,professional.course,no,no,no,yes
admin.,single,high.school,no,no,no,no
self-employed,married,basic.4y,unknown,no,no,no
management,married,university.degree,no,yes,no,no
admin.,married,basic.9y,unknown,yes,no,no
blue-collar,married,basic.9y,unknown,no,no,yes
retired,married,basic.4y,unknown,yes,no,no
blue-collar,divorced,basic.9y,no,yes,no,no
technician,married,professional.course,no,no,no,no
admin.,single,university.degree,no,no,yes,no
blue-collar,single,professional.course,no,no,no,no
services,married,high.school,no,yes,no,no
entrepreneur,married,basic.9y,no,no,no,no
self-employed,divorced,basic.4y,no,yes,no,no
housemaid,married,basic.4y,no,yes,no,no
unemployed,married,university.degree,unknown,yes,no,no
admin.,married,basic.9y,no,no,no,no
services,single,basic.9y,no,no,yes,no
technician,married,unknown,unknown,unknown,unknown,no
services,married,basic.4y,no,no,yes,no
blue-collar,married,basic.9y,no,yes,no,no
admin.,divorced,high.school,no,no,no,no
blue-collar,married,basic.4y,unknown,yes,no,no
admin.,married,basic.9y,unknown,yes,no,no
blue-collar,married,basic.9y,unknown,no,no,no
blue-collar,married,basic.9y,no,yes,no,no
blue-collar,married,basic.9y,no,no,no,no
management,married,university.degree,no,yes,no,no
services,divorced,high.school,no,no,no,no
self-employed,single,university.degree,no,no,no,no
blue-collar,married,unknown,no,no,no,no
blue-collar,married,basic.4y,no,yes,yes,no
blue-collar,married,basic.4y,unknown,no,no,no
